Law type,Year,Name,File name,Link,Cited_by
State of  Tamilnadu- Act,1950,"The Indian Criminal Law Amendment (Tamil Nadu Amendment) Act, 1950",..\SCRAP\LAW\TheIndianCriminalLawAmendmentTamilNaduAmendmentAct1950StateofTamilnadu-Act1950.md,https://indiankanoon.org/doc/59799568/,0
State of  Tamilnadu- Act,1950,"Tamil Nadu Jute (Control of Prices and Sales) Act, 1950",..\SCRAP\LAW\TamilNaduJuteControlofPricesandSalesAct1950StateofTamilnadu-Act1950.md,https://indiankanoon.org/doc/123994347/,0
State of  Tamilnadu- Act,1950,"Tamil Nadu Legislature (Prohibition of Simultaneous Membership) Act, 1950",..\SCRAP\LAW\TamilNaduLegislatureProhibitionofSimultaneousMembershipAct1950StateofTamilnadu-Act1950.md,https://indiankanoon.org/doc/74348715/,0
State of  Tamilnadu- Act,1950,"The Code of Civil Procedure (Tamil Nadu Amendment) Act, 1950",..\SCRAP\LAW\TheCodeofCivilProcedureTamilNaduAmendmentAct1950StateofTamilnadu-Act1950.md,https://indiankanoon.org/doc/51862268/,0
State of  Tamilnadu- Act,1950,"Dangerous Drugs (Tamil Nadu Amendment) Act, 1950",..\SCRAP\LAW\DangerousDrugsTamilNaduAmendmentAct1950StateofTamilnadu-Act1950.md,https://indiankanoon.org/doc/135070830/,0
State of  Tamilnadu- Act,1950,"The Tamil Nadu Consolidated Fund (Charged Expenditure) Act, 1950",..\SCRAP\LAW\TheTamilNaduConsolidatedFundChargedExpenditureAct1950StateofTamilnadu-Act1950.md,https://indiankanoon.org/doc/2142212/,0
State of  Tamilnadu- Act,1951,"Tamil Nadu Industrial Establishments (Conferment of Permanent Status to Workmen) Act, 1981",..\SCRAP\LAW\TamilNaduIndustrialEstablishmentsConfermentofPermanentStatustoWorkmenAct1981StateofTamilnadu-Act1951.md,https://indiankanoon.org/doc/197020455/,656
State of  Tamilnadu- Act,1951,"Tamil Nadu Anatomy Act, 1951",..\SCRAP\LAW\TamilNaduAnatomyAct1951StateofTamilnadu-Act1951.md,https://indiankanoon.org/doc/134495127/,4
State of  Tamilnadu- Act,1951,"Tamil Nadu Estates (Abolition and Conversion Into Ryotwari) Amendment Act, 1951",..\SCRAP\LAW\TamilNaduEstatesAbolitionandConversionIntoRyotwariAmendmentAct1951StateofTamilnadu-Act1951.md,https://indiankanoon.org/doc/171589696/,0
State of  Tamilnadu- Act,1951,"Opium (Tamil Nadu Amendment) Act, 1951",..\SCRAP\LAW\OpiumTamilNaduAmendmentAct1951StateofTamilnadu-Act1951.md,https://indiankanoon.org/doc/85039494/,0
State of  Tamilnadu- Act,1952,"Tamil Nadu Cotton Control Act, 1952",..\SCRAP\LAW\TamilNaduCottonControlAct1952StateofTamilnadu-Act1952.md,https://indiankanoon.org/doc/46640767/,0
State of  Tamilnadu- Act,1952,"Tamil Nadu Ministers Travelling Allowance Rules, 1951",..\SCRAP\LAW\TamilNaduMinistersTravellingAllowanceRules1951StateofTamilnadu-Act1952.md,https://indiankanoon.org/doc/99016091/,0
State of  Tamilnadu- Act,1952,"Tamil Nadu Legislative Assembly Travelling Allowance (Election to the Council of States) Rules, 1952",..\SCRAP\LAW\TamilNaduLegislativeAssemblyTravellingAllowanceElectiontotheCouncilofStatesRules1952StateofTamilnadu-Act1952.md,https://indiankanoon.org/doc/170981991/,0
State of  Tamilnadu- Act,1952,"The Tamil Nadu Christian Marriages Validation Act, 1952",..\SCRAP\LAW\TheTamilNaduChristianMarriagesValidationAct1952StateofTamilnadu-Act1952.md,https://indiankanoon.org/doc/164784636/,0
State of  Tamilnadu- Act,1953,"Mettur Canal Irrigation Cess Act, 1953",..\SCRAP\LAW\MetturCanalIrrigationCessAct1953StateofTamilnadu-Act1953.md,https://indiankanoon.org/doc/60226688/,0
State of  Tamilnadu- Act,1953,"Land Acquisition (Tamil Nadu Amendment) Act, 1953",..\SCRAP\LAW\LandAcquisitionTamilNaduAmendmentAct1953StateofTamilnadu-Act1953.md,https://indiankanoon.org/doc/161862760/,0
State of  Tamilnadu- Act,1953,"Evacuee Interest (Separation) Tamil Nadu Supplementary Act, 1953",..\SCRAP\LAW\EvacueeInterestSeparationTamilNaduSupplementaryAct1953StateofTamilnadu-Act1953.md,https://indiankanoon.org/doc/140123844/,0
State of  Tamilnadu- Act,1954,"Tamil Nadu Electricity Supply Undertakings (Acquisition) Act, 1954",..\SCRAP\LAW\TamilNaduElectricitySupplyUndertakingsAcquisitionAct1954StateofTamilnadu-Act1954.md,https://indiankanoon.org/doc/98878340/,5
State of  Tamilnadu- Act,1954,"Tamil Nadu Electricity Undertakings (Acquisition) Rules, 1954",..\SCRAP\LAW\TamilNaduElectricityUndertakingsAcquisitionRules1954StateofTamilnadu-Act1954.md,https://indiankanoon.org/doc/16592318/,0
State of  Tamilnadu- Act,1954,"Tamil Nadu Cotton Control Rules, 1954",..\SCRAP\LAW\TamilNaduCottonControlRules1954StateofTamilnadu-Act1954.md,https://indiankanoon.org/doc/107452704/,0
State of  Tamilnadu- Act,1954,"Tamil Nadu Indebted Agriculturists (Temporary Relief) Act, 1954",..\SCRAP\LAW\TamilNaduIndebtedAgriculturistsTemporaryReliefAct1954StateofTamilnadu-Act1954.md,https://indiankanoon.org/doc/141613054/,0
State of  Tamilnadu- Act,1954,"Tamil Nadu Installation of Oil Engines (Temporary Permission) Act, 1954",..\SCRAP\LAW\TamilNaduInstallationofOilEnginesTemporaryPermissionAct1954StateofTamilnadu-Act1954.md,https://indiankanoon.org/doc/15598645/,0
State of  Tamilnadu- Act,1954,"The State Co-Operative Societies (Re-Constitution and Formation) Act, 1954",..\SCRAP\LAW\TheStateCo-OperativeSocietiesRe-ConstitutionandFormationAct1954StateofTamilnadu-Act1954.md,https://indiankanoon.org/doc/87979260/,0
State of  Tamilnadu- Act,1954,"The Tamil Nadu Contingency Fund Act, 1954",..\SCRAP\LAW\TheTamilNaduContingencyFundAct1954StateofTamilnadu-Act1954.md,https://indiankanoon.org/doc/51339157/,0
State of  Tamilnadu- Act,1954,"Rules Under Tamil, Nadu Irrigation Cess Act 1865",..\SCRAP\LAW\RulesUnderTamilNaduIrrigationCessAct1865StateofTamilnadu-Act1954.md,https://indiankanoon.org/doc/21553161/,0
State of  Tamilnadu- Act,1955,"Tamil Nadu Government Servants (Conditions of Service) Act, 2016",..\SCRAP\LAW\TamilNaduGovernmentServantsConditionsofServiceAct2016StateofTamilnadu-Act1955.md,https://indiankanoon.org/doc/192969858/,349
State of  Tamilnadu- Act,1955,"Tamil Nadu Court-Fees and Suits Valuation Act, 1955",..\SCRAP\LAW\TamilNaduCourt-FeesandSuitsValuationAct1955StateofTamilnadu-Act1955.md,https://indiankanoon.org/doc/192996203/,295
State of  Tamilnadu- Act,1955,"Tamil Nadu Cultivating Tenants Protection Act, 1955",..\SCRAP\LAW\TamilNaduCultivatingTenantsProtectionAct1955StateofTamilnadu-Act1955.md,https://indiankanoon.org/doc/141453172/,294
State of  Tamilnadu- Act,1955,"The Tamil Nadu Cinemas (Regulation) Act, 1955",..\SCRAP\LAW\TheTamilNaduCinemasRegulationAct1955StateofTamilnadu-Act1955.md,https://indiankanoon.org/doc/129868270/,73
State of  Tamilnadu- Act,1955,"Tamil Nadu Hill Areas (Preservation of Trees) Act, 1955",..\SCRAP\LAW\TamilNaduHillAreasPreservationofTreesAct1955StateofTamilnadu-Act1955.md,https://indiankanoon.org/doc/46617077/,47
State of  Tamilnadu- Act,1955,"Tamil Nadu Estates (Abolition and Conversion Into Ryotwari) Amendment Act, 1954",..\SCRAP\LAW\TamilNaduEstatesAbolitionandConversionIntoRyotwariAmendmentAct1954StateofTamilnadu-Act1955.md,https://indiankanoon.org/doc/69459978/,24
State of  Tamilnadu- Act,1955,"Tamil Nadu Irrigation (Levy of Betterment Contribution) Act, 1955",..\SCRAP\LAW\TamilNaduIrrigationLevyofBettermentContributionAct1955StateofTamilnadu-Act1955.md,https://indiankanoon.org/doc/198067629/,0
State of  Tamilnadu- Act,1955,"Tamil Nadu Legislative Assembly Travelling Allowance Rules, 1955",..\SCRAP\LAW\TamilNaduLegislativeAssemblyTravellingAllowanceRules1955StateofTamilnadu-Act1955.md,https://indiankanoon.org/doc/72678439/,0
State of  Tamilnadu- Act,1955,"Tamil Nadu Cultivating Tenants Protection Rules, 1955",..\SCRAP\LAW\TamilNaduCultivatingTenantsProtectionRules1955StateofTamilnadu-Act1955.md,https://indiankanoon.org/doc/54302378/,0
State of  Tamilnadu- Act,1955,"Tamil Nadu Indebted Agriculturists (Repayment of Debts) Act, 1955",..\SCRAP\LAW\TamilNaduIndebtedAgriculturistsRepaymentofDebtsAct1955StateofTamilnadu-Act1955.md,https://indiankanoon.org/doc/10230703/,0
State of  Tamilnadu- Act,1956,"Tamil Nadu Requisitioning and Acquisition of Immovable Property Act, 1956",..\SCRAP\LAW\TamilNaduRequisitioningandAcquisitionofImmovablePropertyAct1956StateofTamilnadu-Act1956.md,https://indiankanoon.org/doc/149289864/,4
State of  Tamilnadu- Act,1956,"Tamil Nadu Estates (Supplementary) Act, 1956",..\SCRAP\LAW\TamilNaduEstatesSupplementaryAct1956StateofTamilnadu-Act1956.md,https://indiankanoon.org/doc/137389479/,1
State of  Tamilnadu- Act,1956,"Tamil Nadu Cultivating Tenants (Payment of Fair Rent) Rules, 1956",..\SCRAP\LAW\TamilNaduCultivatingTenantsPaymentofFairRentRules1956StateofTamilnadu-Act1956.md,https://indiankanoon.org/doc/78588739/,0
State of  Tamilnadu- Act,1956,"Tamil Nadu Silkworm Seed (Production, Supply and Distribution) Act, 1956",..\SCRAP\LAW\TamilNaduSilkwormSeedProductionSupplyandDistributionAct1956StateofTamilnadu-Act1956.md,https://indiankanoon.org/doc/189151927/,0
State of  Tamilnadu- Act,1956,"The Indian Christian Marriage (Extension to Transferred Territory) Act, 1995",..\SCRAP\LAW\TheIndianChristianMarriageExtensiontoTransferredTerritoryAct1995StateofTamilnadu-Act1956.md,https://indiankanoon.org/doc/164955072/,0
State of  Tamilnadu- Act,1956,"Tamil Nadu Essential Articles Control and Requisitioning (Temporary Powers) Re-Enacting Act, 1956",..\SCRAP\LAW\TamilNaduEssentialArticlesControlandRequisitioningTemporaryPowersRe-EnactingAct1956StateofTamilnadu-Act1956.md,https://indiankanoon.org/doc/141249210/,0
State of  Tamilnadu- Act,1956,The Rules for the Enforcement of Vaccination in the City of Chennai,..\SCRAP\LAW\TheRulesfortheEnforcementofVaccinationintheCityofChennaiStateofTamilnadu-Act1956.md,https://indiankanoon.org/doc/185710212/,0
State of  Tamilnadu- Act,1957,"Tamil Nadu Money-Lenders Act, 1957",..\SCRAP\LAW\TamilNaduMoney-LendersAct1957StateofTamilnadu-Act1957.md,https://indiankanoon.org/doc/54848755/,69
State of  Tamilnadu- Act,1957,"Tamil Nadu Official Language Act, 1956",..\SCRAP\LAW\TamilNaduOfficialLanguageAct1956StateofTamilnadu-Act1957.md,https://indiankanoon.org/doc/124979679/,15
State of  Tamilnadu- Act,1957,"Tamil Nadu Inams (Assessment) Act, 1956",..\SCRAP\LAW\TamilNaduInamsAssessmentAct1956StateofTamilnadu-Act1957.md,https://indiankanoon.org/doc/100695348/,8
State of  Tamilnadu- Act,1957,"The Prevention Of Insults To National Honour Act, 1957",..\SCRAP\LAW\ThePreventionOfInsultsToNationalHonourAct1957StateofTamilnadu-Act1957.md,https://indiankanoon.org/doc/172684287/,3
State of  Tamilnadu- Act,1957,"The Tamil Nadu Cinemas (Regulation) Rules, 1957",..\SCRAP\LAW\TheTamilNaduCinemasRegulationRules1957StateofTamilnadu-Act1957.md,https://indiankanoon.org/doc/25711388/,1
State of  Tamilnadu- Act,1957,"The Cattle-Trespass (Tamil Nadu Amendment) Act, 1957",..\SCRAP\LAW\TheCattle-TrespassTamilNaduAmendmentAct1957StateofTamilnadu-Act1957.md,https://indiankanoon.org/doc/58075423/,1
State of  Tamilnadu- Act,1957,Code of Regulations for Anglo-Indian Schools-Tamil Nadu State,..\SCRAP\LAW\CodeofRegulationsforAnglo-IndianSchools-TamilNaduStateStateofTamilnadu-Act1957.md,https://indiankanoon.org/doc/79500701/,0
State of  Tamilnadu- Act,1957,"Rules Under The Tamil Nadu Estates (Supplementary) Act, 1956",..\SCRAP\LAW\RulesUnderTheTamilNaduEstatesSupplementaryAct1956StateofTamilnadu-Act1957.md,https://indiankanoon.org/doc/60539431/,0
State of  Tamilnadu- Act,1957,"Tamil Nadu Hill Areas (Preservation of Trees) Rules, 1957",..\SCRAP\LAW\TamilNaduHillAreasPreservationofTreesRules1957StateofTamilnadu-Act1957.md,https://indiankanoon.org/doc/110738732/,0
State of  Tamilnadu- Act,1957,"Payment of Wages (Tamil Nadu Amendment) Act, 1957",..\SCRAP\LAW\PaymentofWagesTamilNaduAmendmentAct1957StateofTamilnadu-Act1957.md,https://indiankanoon.org/doc/138851710/,0
State of  Tamilnadu- Act,1958,"The Tamil Nadu Bhoodan Yagna Act, 1958",..\SCRAP\LAW\TheTamilNaduBhoodanYagnaAct1958StateofTamilnadu-Act1958.md,https://indiankanoon.org/doc/123020950/,42
State of  Tamilnadu- Act,1958,"The Tamil Nadu Catering Establishments Act, 1958",..\SCRAP\LAW\TheTamilNaduCateringEstablishmentsAct1958StateofTamilnadu-Act1958.md,https://indiankanoon.org/doc/48136852/,27
State of  Tamilnadu- Act,1958,"Tamil Nadu Animal Preservation Act, 1958",..\SCRAP\LAW\TamilNaduAnimalPreservationAct1958StateofTamilnadu-Act1958.md,https://indiankanoon.org/doc/164266075/,7
State of  Tamilnadu- Act,1958,"The Tamil Nadu Beedi Industrial Premises (Regulation of Conditions of Work) Act, 1958",..\SCRAP\LAW\TheTamilNaduBeediIndustrialPremisesRegulationofConditionsofWorkAct1958StateofTamilnadu-Act1958.md,https://indiankanoon.org/doc/84583026/,0
State of  Tamilnadu- Act,1958,"Tamil Nadu Essential Articles Control and Requisitioning (Temporary Powers) Amendment Act, 1958",..\SCRAP\LAW\TamilNaduEssentialArticlesControlandRequisitioningTemporaryPowersAmendmentAct1958StateofTamilnadu-Act1958.md,https://indiankanoon.org/doc/70268022/,0
State of  Tamilnadu- Act,1958,"Tamil Nadu Estates (Abolition and Conversion Into Ryotwari), Estates Land (Reduction of Rent) and Estates (Supplementary) (Amendment) Act, 1958",..\SCRAP\LAW\TamilNaduEstatesAbolitionandConversionIntoRyotwariEstatesLandReductionofRentandEstatesSupplementaryAmendmentAct1958StateofTamilnadu-Act1958.md,https://indiankanoon.org/doc/187864414/,0
State of  Tamilnadu- Act,1959,"Tamil Nadu General Sales Tax Act, 1959",..\SCRAP\LAW\TamilNaduGeneralSalesTaxAct1959StateofTamilnadu-Act1959.md,https://indiankanoon.org/doc/84450750/,3855
State of  Tamilnadu- Act,1959,"Tamil Nadu Hindu Religious and Charitable Endowments Act, 1959",..\SCRAP\LAW\TamilNaduHinduReligiousandCharitableEndowmentsAct1959StateofTamilnadu-Act1959.md,https://indiankanoon.org/doc/102865906/,1463
State of  Tamilnadu- Act,1959,"Tamil Nadu Open Places (Prevention of Disfigurement) Act, 1959",..\SCRAP\LAW\TamilNaduOpenPlacesPreventionofDisfigurementAct1959StateofTamilnadu-Act1959.md,https://indiankanoon.org/doc/21550687/,103
State of  Tamilnadu- Act,1959,"Tamil Nadu Khadi and Village Industries Board Act, 1959",..\SCRAP\LAW\TamilNaduKhadiandVillageIndustriesBoardAct1959StateofTamilnadu-Act1959.md,https://indiankanoon.org/doc/79665530/,6
State of  Tamilnadu- Act,1959,"The Tamil Nadu Catering Establishments Rules, 1959",..\SCRAP\LAW\TheTamilNaduCateringEstablishmentsRules1959StateofTamilnadu-Act1959.md,https://indiankanoon.org/doc/112176635/,0
State of  Tamilnadu- Act,1959,"The Tamil Nadu Beedi Industrial Premises (Regulation of Conditions of Work) Rules, 1959",..\SCRAP\LAW\TheTamilNaduBeediIndustrialPremisesRegulationofConditionsofWorkRules1959StateofTamilnadu-Act1959.md,https://indiankanoon.org/doc/12807098/,0
State of  Tamilnadu- Act,1959,"The Tamil Nadu Bhoodan Yagna Rules, 1959",..\SCRAP\LAW\TheTamilNaduBhoodanYagnaRules1959StateofTamilnadu-Act1959.md,https://indiankanoon.org/doc/13873591/,0
State of  Tamilnadu- Act,1959,"Tamil Nadu Gramdan Villages (Repayment of Debts) Act, 1959",..\SCRAP\LAW\TamilNaduGramdanVillagesRepaymentofDebtsAct1959StateofTamilnadu-Act1959.md,https://indiankanoon.org/doc/62580107/,0
State of  Tamilnadu- Act,1959,"Tamil Nadu Industrial Establishments (National and Festival Holidays) Rules, 1959",..\SCRAP\LAW\TamilNaduIndustrialEstablishmentsNationalandFestivalHolidaysRules1959StateofTamilnadu-Act1959.md,https://indiankanoon.org/doc/5007052/,0
State of  Tamilnadu- Act,1959,"Tamil Nadu Money-Lenders Rules, 1959",..\SCRAP\LAW\TamilNaduMoney-LendersRules1959StateofTamilnadu-Act1959.md,https://indiankanoon.org/doc/146442011/,0
State of  Tamilnadu- Act,1960,"The Tamil Nadu Buildings (Lease and Rent Control) Act, 1960",..\SCRAP\LAW\TheTamilNaduBuildingsLeaseandRentControlAct1960StateofTamilnadu-Act1960.md,https://indiankanoon.org/doc/89640929/,1845
State of  Tamilnadu- Act,1960,Appropriation of Endowments Rules,..\SCRAP\LAW\AppropriationofEndowmentsRulesStateofTamilnadu-Act1960.md,https://indiankanoon.org/doc/30818301/,574
State of  Tamilnadu- Act,1960,"Tamil Nadu Chit Funds Act, 1961",..\SCRAP\LAW\TamilNaduChitFundsAct1961StateofTamilnadu-Act1960.md,https://indiankanoon.org/doc/128152048/,38
State of  Tamilnadu- Act,1960,"Tamil Nadu Parks, Play-Fields and Open Spaces (Preservation and Regulation) Act, 1959",..\SCRAP\LAW\TamilNaduParksPlay-FieldsandOpenSpacesPreservationandRegulationAct1959StateofTamilnadu-Act1960.md,https://indiankanoon.org/doc/112839094/,20
State of  Tamilnadu- Act,1960,Framing of Schemes Rules,..\SCRAP\LAW\FramingofSchemesRulesStateofTamilnadu-Act1960.md,https://indiankanoon.org/doc/119074011/,10
State of  Tamilnadu- Act,1960,"Tamil Nadu Irrigation Works (Construction of Field Bothies) Act, 1959",..\SCRAP\LAW\TamilNaduIrrigationWorksConstructionofFieldBothiesAct1959StateofTamilnadu-Act1960.md,https://indiankanoon.org/doc/113030493/,5
State of  Tamilnadu- Act,1960,"Tamil Nadu Land Improvement Schemes Act, 1959",..\SCRAP\LAW\TamilNaduLandImprovementSchemesAct1959StateofTamilnadu-Act1960.md,https://indiankanoon.org/doc/71575286/,1
State of  Tamilnadu- Act,1960,"Industrial Employment (Standing Orders) Tamil Nadu Amendment) Act, 1960",..\SCRAP\LAW\IndustrialEmploymentStandingOrdersTamilNaduAmendmentAct1960StateofTamilnadu-Act1960.md,https://indiankanoon.org/doc/68551354/,1
State of  Tamilnadu- Act,1960,Delegation of Powers Rules,..\SCRAP\LAW\DelegationofPowersRulesStateofTamilnadu-Act1960.md,https://indiankanoon.org/doc/135343956/,1
State of  Tamilnadu- Act,1960,Notification of Religious Institutions Rules,..\SCRAP\LAW\NotificationofReligiousInstitutionsRulesStateofTamilnadu-Act1960.md,https://indiankanoon.org/doc/160083322/,1
State of  Tamilnadu- Act,1961,Application and Appeals Rules,..\SCRAP\LAW\ApplicationandAppealsRulesStateofTamilnadu-Act1961.md,https://indiankanoon.org/doc/93677200/,364
State of  Tamilnadu- Act,1961,"Land Acquisition (Tamil Nadu Amendment) Act, 1961",..\SCRAP\LAW\LandAcquisitionTamilNaduAmendmentAct1961StateofTamilnadu-Act1961.md,https://indiankanoon.org/doc/184793931/,39
State of  Tamilnadu- Act,1961,Form of Certificate Rules,..\SCRAP\LAW\FormofCertificateRulesStateofTamilnadu-Act1961.md,https://indiankanoon.org/doc/97711342/,37
State of  Tamilnadu- Act,1961,Holding of Inquiries Rules,..\SCRAP\LAW\HoldingofInquiriesRulesStateofTamilnadu-Act1961.md,https://indiankanoon.org/doc/175746297/,21
State of  Tamilnadu- Act,1961,"Tamil Nadu Occupants of Kudiyiruppu (Protection From Eviction) Act, 1961",..\SCRAP\LAW\TamilNaduOccupantsofKudiyiruppuProtectionFromEvictionAct1961StateofTamilnadu-Act1961.md,https://indiankanoon.org/doc/94257507/,8
State of  Tamilnadu- Act,1961,"Submission of Budgets, Deposits, Accounts, Returns or Other Information Rules",..\SCRAP\LAW\SubmissionofBudgetsDepositsAccountsReturnsorOtherInformationRulesStateofTamilnadu-Act1961.md,https://indiankanoon.org/doc/45387464/,0
State of  Tamilnadu- Act,1961,"Tamil Nadu Land Improvement Schemes Rules, 1961",..\SCRAP\LAW\TamilNaduLandImprovementSchemesRules1961StateofTamilnadu-Act1961.md,https://indiankanoon.org/doc/152102413/,0
State of  Tamilnadu- Act,1961,"Religious Institutions Custody of Jewels, Valuables and Documents and Disposal Rules",..\SCRAP\LAW\ReligiousInstitutionsCustodyofJewelsValuablesandDocumentsandDisposalRulesStateofTamilnadu-Act1961.md,https://indiankanoon.org/doc/141465299/,0
State of  Tamilnadu- Act,1961,"Tamil Nadu Occupants of Kudiyiruppu (Protection From Eviction) Rules, 1961",..\SCRAP\LAW\TamilNaduOccupantsofKudiyiruppuProtectionFromEvictionRules1961StateofTamilnadu-Act1961.md,https://indiankanoon.org/doc/196012072/,0
State of  Tamilnadu- Act,1962,"Tamil Nadu Land Reforms (Fixation of Ceiling on Land) Act, 1961",..\SCRAP\LAW\TamilNaduLandReformsFixationofCeilingonLandAct1961StateofTamilnadu-Act1962.md,https://indiankanoon.org/doc/182350003/,271
State of  Tamilnadu- Act,1962,"Tamil Nadu Public Trusts (Regulation of Administration of Agricultural Lands) Act, 1961",..\SCRAP\LAW\TamilNaduPublicTrustsRegulationofAdministrationofAgriculturalLandsAct1961StateofTamilnadu-Act1962.md,https://indiankanoon.org/doc/160811696/,56
State of  Tamilnadu- Act,1962,"Tamil Nadu Electricity (Taxation on Consumption) Act, 1962",..\SCRAP\LAW\TamilNaduElectricityTaxationonConsumptionAct1962StateofTamilnadu-Act1962.md,https://indiankanoon.org/doc/135953479/,46
State of  Tamilnadu- Act,1962,"Tamil Nadu Local Authorities Finance Act, 1961",..\SCRAP\LAW\TamilNaduLocalAuthoritiesFinanceAct1961StateofTamilnadu-Act1962.md,https://indiankanoon.org/doc/167391687/,10
State of  Tamilnadu- Act,1962,"Tamil Nadu Land Reforms (Fixation of Ceiling on Land) Rules, 1962",..\SCRAP\LAW\TamilNaduLandReformsFixationofCeilingonLandRules1962StateofTamilnadu-Act1962.md,https://indiankanoon.org/doc/37182554/,4
State of  Tamilnadu- Act,1962,"Tamil Nadu Private Forests (Assumption of Management) Act, 1961",..\SCRAP\LAW\TamilNaduPrivateForestsAssumptionofManagementAct1961StateofTamilnadu-Act1962.md,https://indiankanoon.org/doc/152851685/,1
State of  Tamilnadu- Act,1962,"The Tamil Nadu (Added Territories) Extension of Laws (No. 2) Act, 1961",..\SCRAP\LAW\TheTamilNaduAddedTerritoriesExtensionofLawsNo.2Act1961StateofTamilnadu-Act1962.md,https://indiankanoon.org/doc/112272740/,0
State of  Tamilnadu- Act,1962,"The Tamil Nadu (Added Territories) Extension of Laws Act, 1962",..\SCRAP\LAW\TheTamilNaduAddedTerritoriesExtensionofLawsAct1962StateofTamilnadu-Act1962.md,https://indiankanoon.org/doc/63244886/,0
State of  Tamilnadu- Act,1962,Removal of Encroachments on Lands or Buildings Belonging to Religious Institutions Rules,..\SCRAP\LAW\RemovalofEncroachmentsonLandsorBuildingsBelongingtoReligiousInstitutionsRulesStateofTamilnadu-Act1962.md,https://indiankanoon.org/doc/180913793/,0
State of  Tamilnadu- Act,1962,"The Tamil Nadu Aided Institutions Prohibition of Transfers of Property) (Extension To Pudukkottai) Act, 1961",..\SCRAP\LAW\TheTamilNaduAidedInstitutionsProhibitionofTransfersofPropertyExtensionToPudukkottaiAct1961StateofTamilnadu-Act1962.md,https://indiankanoon.org/doc/163288019/,0
State of  Tamilnadu- Act,1963,"Tamil Nadu Inam Estates (Abolition and Conversion into Ryotwari) Act, 1963",..\SCRAP\LAW\TamilNaduInamEstatesAbolitionandConversionintoRyotwariAct1963StateofTamilnadu-Act1963.md,https://indiankanoon.org/doc/108485549/,117
State of  Tamilnadu- Act,1963,"The Tamil Nadu Additional Assessment and Additional Water-Cess Act, 1963",..\SCRAP\LAW\TheTamilNaduAdditionalAssessmentandAdditionalWater-CessAct1963StateofTamilnadu-Act1963.md,https://indiankanoon.org/doc/163782352/,6
State of  Tamilnadu- Act,1963,"Tamil Nadu Home Guard Act, 1963",..\SCRAP\LAW\TamilNaduHomeGuardAct1963StateofTamilnadu-Act1963.md,https://indiankanoon.org/doc/54530992/,5
State of  Tamilnadu- Act,1963,"Tamil Nadu Lease Holds (Abolition and Conversion into Ryotwari) Act, 1963",..\SCRAP\LAW\TamilNaduLeaseHoldsAbolitionandConversionintoRyotwariAct1963StateofTamilnadu-Act1963.md,https://indiankanoon.org/doc/109877978/,0
State of  Tamilnadu- Act,1963,"Rules Under the Tamil Nadu Additional Assessment and Additional Water Cess Act, 1963",..\SCRAP\LAW\RulesUndertheTamilNaduAdditionalAssessmentandAdditionalWaterCessAct1963StateofTamilnadu-Act1963.md,https://indiankanoon.org/doc/125348058/,0
State of  Tamilnadu- Act,1963,"Tamil Nadu Home Guard Rules, 1963",..\SCRAP\LAW\TamilNaduHomeGuardRules1963StateofTamilnadu-Act1963.md,https://indiankanoon.org/doc/73791234/,0
State of  Tamilnadu- Act,1963,"Holdings (Stay of Execution Proceedings) (Tamil Nadu) Amendment Act, 1963",..\SCRAP\LAW\HoldingsStayofExecutionProceedingsTamilNaduAmendmentAct1963StateofTamilnadu-Act1963.md,https://indiankanoon.org/doc/43423064/,0
State of  Tamilnadu- Act,1963,"Industrial Disputes (Tamil Nadu Amendment) Act, 1963",..\SCRAP\LAW\IndustrialDisputesTamilNaduAmendmentAct1963StateofTamilnadu-Act1963.md,https://indiankanoon.org/doc/2899111/,0
State of  Tamilnadu- Act,1964,"Tamil Nadu Minor Inams (Abolition and Conversion Into Ryotwari) Act, 1963",..\SCRAP\LAW\TamilNaduMinorInamsAbolitionandConversionIntoRyotwariAct1963StateofTamilnadu-Act1964.md,https://indiankanoon.org/doc/95905627/,229
State of  Tamilnadu- Act,1964,"Tamil Nadu Inams (Supplementary) Act, 1963",..\SCRAP\LAW\TamilNaduInamsSupplementaryAct1963StateofTamilnadu-Act1964.md,https://indiankanoon.org/doc/110130703/,3
State of  Tamilnadu- Act,1964,"The Tamil Nadu (Added Territories) Extension of Laws Act, 1964",..\SCRAP\LAW\TheTamilNaduAddedTerritoriesExtensionofLawsAct1964StateofTamilnadu-Act1964.md,https://indiankanoon.org/doc/153883190/,1
State of  Tamilnadu- Act,1964,"Tamil Nadu Cultivating Tenants Protection and Payment of Fair Rent (Extension to Added Territories) Act, 1963",..\SCRAP\LAW\TamilNaduCultivatingTenantsProtectionandPaymentofFairRentExtensiontoAddedTerritoriesAct1963StateofTamilnadu-Act1964.md,https://indiankanoon.org/doc/49496096/,2
State of  Tamilnadu- Act,1964,Management and Preservation of Properties of Religious Institutions Rules,..\SCRAP\LAW\ManagementandPreservationofPropertiesofReligiousInstitutionsRulesStateofTamilnadu-Act1964.md,https://indiankanoon.org/doc/115425842/,0
State of  Tamilnadu- Act,1964,"Kanyakumari Sreepandaravaka Lands (Abolition and Conversion into Ryotwari) Act, 1964",..\SCRAP\LAW\KanyakumariSreepandaravakaLandsAbolitionandConversionintoRyotwariAct1964StateofTamilnadu-Act1964.md,https://indiankanoon.org/doc/197489246/,0
