Law type,Year,Name,File name,Link,Cited_by
Union of India - Act,1950,"Preventive Detention Act, 1950",..\SCRAP\LAW\PreventiveDetentionAct1950UnionofIndia-Act1950.md,https://indiankanoon.org/doc/84767110/,9574
Union of India - Act,1950,"The Immoral Traffic (Prevention) Act, 1956",..\SCRAP\LAW\TheImmoralTrafficPreventionAct1956UnionofIndia-Act1950.md,https://indiankanoon.org/doc/69064674/,2766
Union of India - Act,1950,"The Army Act, 1950",..\SCRAP\LAW\TheArmyAct1950UnionofIndia-Act1950.md,https://indiankanoon.org/doc/165229/,2394
Union of India - Act,1950,"Road Transport Corporations Act, 1950",..\SCRAP\LAW\RoadTransportCorporationsAct1950UnionofIndia-Act1950.md,https://indiankanoon.org/doc/1779621/,571
Union of India - Act,1950,"Administration of Evacuee Property Act, 1950",..\SCRAP\LAW\AdministrationofEvacueePropertyAct1950UnionofIndia-Act1950.md,https://indiankanoon.org/doc/880333/,819
Union of India - Act,1950,"The Emblems And Names (Prevention Of Improper Use) Act,  1950",..\SCRAP\LAW\TheEmblemsAndNamesPreventionOfImproperUseAct1950UnionofIndia-Act1950.md,https://indiankanoon.org/doc/126816437/,133
Union of India - Act,1950,"The Transfer of Prisoners Act, 1950",..\SCRAP\LAW\TheTransferofPrisonersAct1950UnionofIndia-Act1950.md,https://indiankanoon.org/doc/1264536/,37
Union of India - Act,1950,"Union Territories (Laws) Act, 1950",..\SCRAP\LAW\UnionTerritoriesLawsAct1950UnionofIndia-Act1950.md,https://indiankanoon.org/doc/1544448/,29
Union of India - Act,1950,"The Telegraph Wires (Unlawful Possession) Act, 1950",..\SCRAP\LAW\TheTelegraphWiresUnlawfulPossessionAct1950UnionofIndia-Act1950.md,https://indiankanoon.org/doc/980662/,19
Union of India - Act,1951,"The State Financial Corporations Act, 1951",..\SCRAP\LAW\TheStateFinancialCorporationsAct1951UnionofIndia-Act1951.md,https://indiankanoon.org/doc/231604/,1218
Union of India - Act,1951,"The All India Services Act, 1951",..\SCRAP\LAW\TheAllIndiaServicesAct1951UnionofIndia-Act1951.md,https://indiankanoon.org/doc/1820745/,288
Union of India - Act,1951,"The Plantations Labour Act, 1951",..\SCRAP\LAW\ThePlantationsLabourAct1951UnionofIndia-Act1951.md,https://indiankanoon.org/doc/703097/,175
Union of India - Act,1951,"The Displaced Persons (Debts Adjustment) Act, 1951",..\SCRAP\LAW\TheDisplacedPersonsDebtsAdjustmentAct1951UnionofIndia-Act1951.md,https://indiankanoon.org/doc/1690572/,187
Union of India - Act,1951,"The Evacuee Interest (Separation) Act,   1951",..\SCRAP\LAW\TheEvacueeInterestSeparationAct1951UnionofIndia-Act1951.md,https://indiankanoon.org/doc/826323/,174
Union of India - Act,1951,"The Visva-Bharati Act, 1951",..\SCRAP\LAW\TheVisva-BharatiAct1951UnionofIndia-Act1951.md,https://indiankanoon.org/doc/17541/,36
Union of India - Act,1951,"The President's Emoluments And Pension Act, 1951",..\SCRAP\LAW\ThePresidentsEmolumentsAndPensionAct1951UnionofIndia-Act1951.md,https://indiankanoon.org/doc/1706766/,12
Union of India - Act,1951,"The Rajghat Samadhi Act,1951",..\SCRAP\LAW\TheRajghatSamadhiAct1951UnionofIndia-Act1951.md,https://indiankanoon.org/doc/327662/,7
Union of India - Act,1951,"The Jallianwala Bagh National Memorial Act, 1951",..\SCRAP\LAW\TheJallianwalaBaghNationalMemorialAct1951UnionofIndia-Act1951.md,https://indiankanoon.org/doc/1775899/,8
Union of India - Act,1951,"The Supreme Court Advocates (Practice In High Courts) Act, 1951",..\SCRAP\LAW\TheSupremeCourtAdvocatesPracticeInHighCourtsAct1951UnionofIndia-Act1951.md,https://indiankanoon.org/doc/1622729/,9
Union of India - Act,1952,"The Employees’ Provident Funds And Miscellaneous Provisions Act, 1952",..\SCRAP\LAW\TheEmployeesProvidentFundsAndMiscellaneousProvisionsAct1952UnionofIndia-Act1952.md,https://indiankanoon.org/doc/397345/,3086
Union of India - Act,1952,"Employees Provident Funds Miscellaneous Provisions Act, 1952",..\SCRAP\LAW\EmployeesProvidentFundsMiscellaneousProvisionsAct1952UnionofIndia-Act1952.md,https://indiankanoon.org/doc/58895721/,3691
Union of India - Act,1952,"The Mines Act, 1952",..\SCRAP\LAW\TheMinesAct1952UnionofIndia-Act1952.md,https://indiankanoon.org/doc/1814464/,1892
Union of India - Act,1952,"The Public Gambling Act, 1867",..\SCRAP\LAW\ThePublicGamblingAct1867UnionofIndia-Act1952.md,https://indiankanoon.org/doc/1824663/,1138
Union of India - Act,1952,"The Commissions Of Inquiry Act, 1952",..\SCRAP\LAW\TheCommissionsOfInquiryAct1952UnionofIndia-Act1952.md,https://indiankanoon.org/doc/1788561/,576
Union of India - Act,1952,"The Notaries Act, 1952",..\SCRAP\LAW\TheNotariesAct1952UnionofIndia-Act1952.md,https://indiankanoon.org/doc/486735/,619
Union of India - Act,1952,"The Forward Contracts (Regulation) Act, 1952",..\SCRAP\LAW\TheForwardContractsRegulationAct1952UnionofIndia-Act1952.md,https://indiankanoon.org/doc/148970782/,98
Union of India - Act,1952,"The Presidential And Vice-Presidential Elections Act, 1952",..\SCRAP\LAW\ThePresidentialAndVice-PresidentialElectionsAct1952UnionofIndia-Act1952.md,https://indiankanoon.org/doc/102305/,73
Union of India - Act,1953,"Estate Duty act, 1953",..\SCRAP\LAW\EstateDutyact1953UnionofIndia-Act1953.md,https://indiankanoon.org/doc/988436/,1011
Union of India - Act,1953,"The Tea Act, 1953",..\SCRAP\LAW\TheTeaAct1953UnionofIndia-Act1953.md,https://indiankanoon.org/doc/1992542/,360
Union of India - Act,1953,"The Air Corporations Act, 1953",..\SCRAP\LAW\TheAirCorporationsAct1953UnionofIndia-Act1953.md,https://indiankanoon.org/doc/979883/,147
Union of India - Act,1953,"The Salt Cess Act, 1953",..\SCRAP\LAW\TheSaltCessAct1953UnionofIndia-Act1953.md,https://indiankanoon.org/doc/53524/,240
Union of India - Act,1953,"The Coir Industry Act, 1953",..\SCRAP\LAW\TheCoirIndustryAct1953UnionofIndia-Act1953.md,https://indiankanoon.org/doc/174313249/,28
Union of India - Act,1953,"The Requisitioning and Acquisition of Immovable Property Rules, 1953",..\SCRAP\LAW\TheRequisitioningandAcquisitionofImmovablePropertyRules1953UnionofIndia-Act1953.md,https://indiankanoon.org/doc/171287302/,12
Union of India - Act,1953,"The Salaries And Allowances Of Officers Of Parliament Act, 1953",..\SCRAP\LAW\TheSalariesAndAllowancesOfOfficersOfParliamentAct1953UnionofIndia-Act1953.md,https://indiankanoon.org/doc/1534878/,11
Union of India - Act,1953,"The Collection Of Statistics Act, 1953",..\SCRAP\LAW\TheCollectionOfStatisticsAct1953UnionofIndia-Act1953.md,https://indiankanoon.org/doc/27154336/,3
Union of India - Act,1953,"The Reserve Bank Of India (Amendment And Miscellaneous Provisions) Act,   1953",..\SCRAP\LAW\TheReserveBankOfIndiaAmendmentAndMiscellaneousProvisionsAct1953UnionofIndia-Act1953.md,https://indiankanoon.org/doc/1612160/,2
Union of India - Act,1953,"The Registration And Licensing of Industrial Undertakings Rules, 1952",..\SCRAP\LAW\TheRegistrationAndLicensingofIndustrialUndertakingsRules1952UnionofIndia-Act1953.md,https://indiankanoon.org/doc/62100479/,0
Union of India - Act,1954,"The Special Marriage Act, 1954",..\SCRAP\LAW\TheSpecialMarriageAct1954UnionofIndia-Act1954.md,https://indiankanoon.org/doc/4234/,4259
Union of India - Act,1954,"The Prevention Of Food Adulteration Act, 1954",..\SCRAP\LAW\ThePreventionOfFoodAdulterationAct1954UnionofIndia-Act1954.md,https://indiankanoon.org/doc/32969400/,7276
Union of India - Act,1954,"The Displaced Persons (Compensation and Rehabilitation) Act, 1954",..\SCRAP\LAW\TheDisplacedPersonsCompensationandRehabilitationAct1954UnionofIndia-Act1954.md,https://indiankanoon.org/doc/1945893/,610
Union of India - Act,1954,"The Displaced Persons (Claims) Supplementary Act, 1954",..\SCRAP\LAW\TheDisplacedPersonsClaimsSupplementaryAct1954UnionofIndia-Act1954.md,https://indiankanoon.org/doc/639570/,94
Union of India - Act,1954,"The Salary, Allowances and Pension of Members of Parliament Act, 1954",..\SCRAP\LAW\TheSalaryAllowancesandPensionofMembersofParliamentAct1954UnionofIndia-Act1954.md,https://indiankanoon.org/doc/364039/,50
Union of India - Act,1954,"Chandernagore (Merger) Act, 1954",..\SCRAP\LAW\ChandernagoreMergerAct1954UnionofIndia-Act1954.md,https://indiankanoon.org/doc/50923971/,21
Union of India - Act,1954,"The Army Rules, 1954",..\SCRAP\LAW\TheArmyRules1954UnionofIndia-Act1954.md,https://indiankanoon.org/doc/33034247/,7
Union of India - Act,1954,"The Transfer Of Evacuee Deposits Act, 1954",..\SCRAP\LAW\TheTransferOfEvacueeDepositsAct1954UnionofIndia-Act1954.md,https://indiankanoon.org/doc/1619388/,5
Union of India - Act,1954,"The Delivery Of Books And Newspapers (Public Libraries) Act, 1954",..\SCRAP\LAW\TheDeliveryOfBooksAndNewspapersPublicLibrariesAct1954UnionofIndia-Act1954.md,https://indiankanoon.org/doc/414420/,5
Union of India - Act,1954,"The Lushai Hills District (Change of Name) Act, 1954",..\SCRAP\LAW\TheLushaiHillsDistrictChangeofNameAct1954UnionofIndia-Act1954.md,https://indiankanoon.org/doc/2520975/,6
Union of India - Act,1955,"The State Bank Of India Act, 1955",..\SCRAP\LAW\TheStateBankOfIndiaAct1955UnionofIndia-Act1955.md,https://indiankanoon.org/doc/1443301/,3294
Union of India - Act,1955,"The Citizenship Act, 1955",..\SCRAP\LAW\TheCitizenshipAct1955UnionofIndia-Act1955.md,https://indiankanoon.org/doc/305990/,1202
Union of India - Act,1955,"The Protection Of Civil Rights Act, 1955",..\SCRAP\LAW\TheProtectionOfCivilRightsAct1955UnionofIndia-Act1955.md,https://indiankanoon.org/doc/3026506/,722
Union of India - Act,1955,"The Medicinal And Toilet Preparations (Excise Duties) Act, 1955",..\SCRAP\LAW\TheMedicinalAndToiletPreparationsExciseDutiesAct1955UnionofIndia-Act1955.md,https://indiankanoon.org/doc/657805/,225
Union of India - Act,1955,"The Prize Competitions Act, 1955",..\SCRAP\LAW\ThePrizeCompetitionsAct1955UnionofIndia-Act1955.md,https://indiankanoon.org/doc/654270/,47
Union of India - Act,1955,"Durgah Khawaja Saheb Act, 1955",..\SCRAP\LAW\DurgahKhawajaSahebAct1955UnionofIndia-Act1955.md,https://indiankanoon.org/doc/82160679/,21
Union of India - Act,1955,"The Prisoners (Attendance in Courts) Act, 1955",..\SCRAP\LAW\ThePrisonersAttendanceinCourtsAct1955UnionofIndia-Act1955.md,https://indiankanoon.org/doc/267510/,28
Union of India - Act,1955,"Abducted Persons (Recovery and Restoration) Act, 1949",..\SCRAP\LAW\AbductedPersonsRecoveryandRestorationAct1949UnionofIndia-Act1955.md,https://indiankanoon.org/doc/69929518/,23
Union of India - Act,1956,"The Companies Act, 1956",..\SCRAP\LAW\TheCompaniesAct1956UnionofIndia-Act1956.md,https://indiankanoon.org/doc/1353758/,77930
Union of India - Act,1956,"The Hindu Succession Act, 1956",..\SCRAP\LAW\TheHinduSuccessionAct1956UnionofIndia-Act1956.md,https://indiankanoon.org/doc/685111/,13471
Union of India - Act,1956,"The Central Sales Tax Act, 1956",..\SCRAP\LAW\TheCentralSalesTaxAct1956UnionofIndia-Act1956.md,https://indiankanoon.org/doc/1645178/,12692
Union of India - Act,1956,"The Indian Medical Council Act, 1956",..\SCRAP\LAW\TheIndianMedicalCouncilAct1956UnionofIndia-Act1956.md,https://indiankanoon.org/doc/118783942/,2986
Union of India - Act,1956,"The Provincial Insolvency Act, 1920",..\SCRAP\LAW\TheProvincialInsolvencyAct1920UnionofIndia-Act1956.md,https://indiankanoon.org/doc/393016/,3122
Union of India - Act,1956,"The Hindu Adoptions And Maintenance Act, 1956",..\SCRAP\LAW\TheHinduAdoptionsAndMaintenanceAct1956UnionofIndia-Act1956.md,https://indiankanoon.org/doc/946025/,1738
Union of India - Act,1956,"The Prisons Act, 1894",..\SCRAP\LAW\ThePrisonsAct1894UnionofIndia-Act1956.md,https://indiankanoon.org/doc/626516/,1604
Union of India - Act,1956,"The Slum Areas (Improvement And Clearance) Act, 1956",..\SCRAP\LAW\TheSlumAreasImprovementAndClearanceAct1956UnionofIndia-Act1956.md,https://indiankanoon.org/doc/839084/,1643
Union of India - Act,1956,"The University Grants Commission Act, 1956",..\SCRAP\LAW\TheUniversityGrantsCommissionAct1956UnionofIndia-Act1956.md,https://indiankanoon.org/doc/535576/,1606
Union of India - Act,1957,"The Mines And Minerals (Development And Regulation) Act, 1957",..\SCRAP\LAW\TheMinesAndMineralsDevelopmentAndRegulationAct1957UnionofIndia-Act1957.md,https://indiankanoon.org/doc/198881428/,10950
Union of India - Act,1957,"The Copyright Act, 1957",..\SCRAP\LAW\TheCopyrightAct1957UnionofIndia-Act1957.md,https://indiankanoon.org/doc/1136195/,3366
Union of India - Act,1957,"The Coal Bearing Areas (Acquisition And development) Act, 1957",..\SCRAP\LAW\TheCoalBearingAreasAcquisitionAnddevelopmentAct1957UnionofIndia-Act1957.md,https://indiankanoon.org/doc/1769523/,402
Union of India - Act,1957,"Additional Duties of Excise (Goods of Special Importance) Act, 1957",..\SCRAP\LAW\AdditionalDutiesofExciseGoodsofSpecialImportanceAct1957UnionofIndia-Act1957.md,https://indiankanoon.org/doc/94828749/,506
Union of India - Act,1957,"The Railway Protection Force Act, 1957",..\SCRAP\LAW\TheRailwayProtectionForceAct1957UnionofIndia-Act1957.md,https://indiankanoon.org/doc/1352182/,248
Union of India - Act,1957,"The Legislative Councils Act,   1957",..\SCRAP\LAW\TheLegislativeCouncilsAct1957UnionofIndia-Act1957.md,https://indiankanoon.org/doc/1369884/,170
Union of India - Act,1957,"The Working Journalists (Conditions Of Service) And Miscellaneous Provisions Rules, 1957",..\SCRAP\LAW\TheWorkingJournalistsConditionsOfServiceAndMiscellaneousProvisionsRules1957UnionofIndia-Act1957.md,https://indiankanoon.org/doc/133350826/,115
Union of India - Act,1957,"The Industrial Disputes (Central) Rules,1957",..\SCRAP\LAW\TheIndustrialDisputesCentralRules1957UnionofIndia-Act1957.md,https://indiankanoon.org/doc/55004189/,40
Union of India - Act,1957,"THE LIFE INSURANCE CORPORATION (AMENDMENT) ACT, 1957",..\SCRAP\LAW\THELIFEINSURANCECORPORATIONAMENDMENTACT1957UnionofIndia-Act1957.md,https://indiankanoon.org/doc/51229822/,43
Union of India - Act,1958,"The Probation of Offenders Act, 1958",..\SCRAP\LAW\TheProbationofOffendersAct1958UnionofIndia-Act1958.md,https://indiankanoon.org/doc/167447/,7629
Union of India - Act,1958,"The Trade And Merchandise Marks Act, 1958",..\SCRAP\LAW\TheTradeAndMerchandiseMarksAct1958UnionofIndia-Act1958.md,https://indiankanoon.org/doc/1005493/,1625
Union of India - Act,1958,"The Gift-Tax Act, 1958",..\SCRAP\LAW\TheGift-TaxAct1958UnionofIndia-Act1958.md,https://indiankanoon.org/doc/641852/,1194
Union of India - Act,1958,"The Merchant Shipping Act, 1958",..\SCRAP\LAW\TheMerchantShippingAct1958UnionofIndia-Act1958.md,https://indiankanoon.org/doc/681709/,530
Union of India - Act,1958,"The Ancient Monuments And Archaeological Sites And Remains Act, 1958",..\SCRAP\LAW\TheAncientMonumentsAndArchaeologicalSitesAndRemainsAct1958UnionofIndia-Act1958.md,https://indiankanoon.org/doc/981642/,651
Union of India - Act,1958,"Rice-Milling Industry (Regulation) Act, 1958",..\SCRAP\LAW\Rice-MillingIndustryRegulationAct1958UnionofIndia-Act1958.md,https://indiankanoon.org/doc/1617191/,104
Union of India - Act,1958,"The International Finance Corporation (Status, Immunities and Privileges) Act, 1958",..\SCRAP\LAW\TheInternationalFinanceCorporationStatusImmunitiesandPrivilegesAct1958UnionofIndia-Act1958.md,https://indiankanoon.org/doc/775547/,19
Union of India - Act,1958,"The Sugar Export Promotion Act,  1958",..\SCRAP\LAW\TheSugarExportPromotionAct1958UnionofIndia-Act1958.md,https://indiankanoon.org/doc/1886473/,29
Union of India - Act,1958,"The Mineral Products (Additional Duties Of Excise And Customs) Act,   1958",..\SCRAP\LAW\TheMineralProductsAdditionalDutiesOfExciseAndCustomsAct1958UnionofIndia-Act1958.md,https://indiankanoon.org/doc/595399/,9
Union of India - Act,1959,"The State Bank Of India (Subsidiary Banks) Act, 1959",..\SCRAP\LAW\TheStateBankOfIndiaSubsidiaryBanksAct1959UnionofIndia-Act1959.md,https://indiankanoon.org/doc/381465/,510
Union of India - Act,1959,"The Employment Exchanges (Compulsory Notification Of Vacancies) Act, 1959",..\SCRAP\LAW\TheEmploymentExchangesCompulsoryNotificationOfVacanciesAct1959UnionofIndia-Act1959.md,https://indiankanoon.org/doc/201689/,376
Union of India - Act,1959,"The Cost And Works Accountants Act, 1959",..\SCRAP\LAW\TheCostAndWorksAccountantsAct1959UnionofIndia-Act1959.md,https://indiankanoon.org/doc/1625547/,66
Union of India - Act,1959,"The Oil And Natural Gas Commission Act, 1959",..\SCRAP\LAW\TheOilAndNaturalGasCommissionAct1959UnionofIndia-Act1959.md,https://indiankanoon.org/doc/783396/,81
Union of India - Act,1959,"The Government Savings Certificates Act, 1959",..\SCRAP\LAW\TheGovernmentSavingsCertificatesAct1959UnionofIndia-Act1959.md,https://indiankanoon.org/doc/487759/,44
Union of India - Act,1959,"The Public Wakfs (Extension Of Limitation) Act, 1959",..\SCRAP\LAW\ThePublicWakfsExtensionOfLimitationAct1959UnionofIndia-Act1959.md,https://indiankanoon.org/doc/355318/,18
Union of India - Act,1959,"Companies (Court) Rules, 1959",..\SCRAP\LAW\CompaniesCourtRules1959UnionofIndia-Act1959.md,https://indiankanoon.org/doc/174037644/,13
Union of India - Act,1959,"The Andhra Pradesh And Madras (Alteration Of Boundaries) Act, 1959",..\SCRAP\LAW\TheAndhraPradeshAndMadrasAlterationOfBoundariesAct1959UnionofIndia-Act1959.md,https://indiankanoon.org/doc/1441671/,9
Union of India - Act,1959,"The Indian Statistical Institute Act, 1959",..\SCRAP\LAW\TheIndianStatisticalInstituteAct1959UnionofIndia-Act1959.md,https://indiankanoon.org/doc/72842485/,13
Union of India - Act,1960,"Banking Companies Act, 1949",..\SCRAP\LAW\BankingCompaniesAct1949UnionofIndia-Act1960.md,https://indiankanoon.org/doc/51266069/,1485
Union of India - Act,1960,"Children Act, 1960",..\SCRAP\LAW\ChildrenAct1960UnionofIndia-Act1960.md,https://indiankanoon.org/doc/1973522/,1000
Union of India - Act,1960,"The Bombay Reorganisation Act, 1960",..\SCRAP\LAW\TheBombayReorganisationAct1960UnionofIndia-Act1960.md,https://indiankanoon.org/doc/93870527/,165
Union of India - Act,1960,"The Geneva Conventions Act, 1960",..\SCRAP\LAW\TheGenevaConventionsAct1960UnionofIndia-Act1960.md,https://indiankanoon.org/doc/1954823/,36
Union of India - Act,1960,"The Tripura Land Revenue And Land Reforms Act, 1960",..\SCRAP\LAW\TheTripuraLandRevenueAndLandReformsAct1960UnionofIndia-Act1960.md,https://indiankanoon.org/doc/1926537/,58
Union of India - Act,1960,"The Orphanages And Other Charitable Homes (Supervision And Control) Act, 1960",..\SCRAP\LAW\TheOrphanagesAndOtherCharitableHomesSupervisionAndControlAct1960UnionofIndia-Act1960.md,https://indiankanoon.org/doc/1759043/,31
Union of India - Act,1960,"The Hindu Marriage (Validation Of Proceedings) Act, 1960",..\SCRAP\LAW\TheHinduMarriageValidationOfProceedingsAct1960UnionofIndia-Act1960.md,https://indiankanoon.org/doc/32319495/,7
Union of India - Act,1960,"The Mineral Concession Rules, 1960",..\SCRAP\LAW\TheMineralConcessionRules1960UnionofIndia-Act1960.md,https://indiankanoon.org/doc/18869497/,5
Union of India - Act,1960,"Life Insurance Corporation of India (Staff) Regulations, 1960",..\SCRAP\LAW\LifeInsuranceCorporationofIndiaStaffRegulations1960UnionofIndia-Act1960.md,https://indiankanoon.org/doc/138256172/,3
Union of India - Act,1960,"The Miscellaneous Personal Laws (Extension) Act, 1959",..\SCRAP\LAW\TheMiscellaneousPersonalLawsExtensionAct1959UnionofIndia-Act1960.md,https://indiankanoon.org/doc/676326/,6
Union of India - Act,1961,"The Dowry Prohibition Act, 1961",..\SCRAP\LAW\TheDowryProhibitionAct1961UnionofIndia-Act1961.md,https://indiankanoon.org/doc/1763444/,51218
Union of India - Act,1961,"The Societies Registration Act, 1860",..\SCRAP\LAW\TheSocietiesRegistrationAct1860UnionofIndia-Act1961.md,https://indiankanoon.org/doc/1700055/,13756
Union of India - Act,1961,"The Provincial Small Cause Courts Act, 1887",..\SCRAP\LAW\TheProvincialSmallCauseCourtsAct1887UnionofIndia-Act1961.md,https://indiankanoon.org/doc/124499472/,981
Union of India - Act,1961,"The Maternity Benefit Act, 1961",..\SCRAP\LAW\TheMaternityBenefitAct1961UnionofIndia-Act1961.md,https://indiankanoon.org/doc/600217/,539
Union of India - Act,1961,"The Foreign Awards (Recognition And Enforcement) Act, 1961",..\SCRAP\LAW\TheForeignAwardsRecognitionAndEnforcementAct1961UnionofIndia-Act1961.md,https://indiankanoon.org/doc/142812771/,323
Union of India - Act,1961,"The Institutes of Technology Act, 1961",..\SCRAP\LAW\TheInstitutesofTechnologyAct1961UnionofIndia-Act1961.md,https://indiankanoon.org/doc/78925/,144
Union of India - Act,1961,"The Extradition Act, 1962",..\SCRAP\LAW\TheExtraditionAct1962UnionofIndia-Act1961.md,https://indiankanoon.org/doc/1502630/,239
Union of India - Act,1961,"The Motor Transport Workers Act, 1961",..\SCRAP\LAW\TheMotorTransportWorkersAct1961UnionofIndia-Act1961.md,https://indiankanoon.org/doc/1276952/,254
Union of India - Act,1962,"The Customs Act, 1962",..\SCRAP\LAW\TheCustomsAct1962UnionofIndia-Act1962.md,https://indiankanoon.org/doc/1059693/,14550
Union of India - Act,1962,"The Land Acquisition (Amendment) Act,   1962",..\SCRAP\LAW\TheLandAcquisitionAmendmentAct1962UnionofIndia-Act1962.md,https://indiankanoon.org/doc/41392/,665
Union of India - Act,1962,"The Atomic Energy Act, 1962",..\SCRAP\LAW\TheAtomicEnergyAct1962UnionofIndia-Act1962.md,https://indiankanoon.org/doc/715059/,248
Union of India - Act,1962,"The Warehousing Corporations Act, 1962",..\SCRAP\LAW\TheWarehousingCorporationsAct1962UnionofIndia-Act1962.md,https://indiankanoon.org/doc/1706443/,143
Union of India - Act,1962,"The Hindi Sahitya Sammelan Act, 1962",..\SCRAP\LAW\TheHindiSahityaSammelanAct1962UnionofIndia-Act1962.md,https://indiankanoon.org/doc/1649399/,65
Union of India - Act,1962,"The Arms Rules, 1962",..\SCRAP\LAW\TheArmsRules1962UnionofIndia-Act1962.md,https://indiankanoon.org/doc/150734898/,19
Union of India - Act,1962,"The National Co-Operative Development Corporation Act, 1962",..\SCRAP\LAW\TheNationalCo-OperativeDevelopmentCorporationAct1962UnionofIndia-Act1962.md,https://indiankanoon.org/doc/1716959/,21
Union of India - Act,1962,"The State Of Nagaland Act, 1962",..\SCRAP\LAW\TheStateOfNagalandAct1962UnionofIndia-Act1962.md,https://indiankanoon.org/doc/1490539/,14
Union of India - Act,1962,"The Personal Injuries (Emergency Provisions) Act, 1962",..\SCRAP\LAW\ThePersonalInjuriesEmergencyProvisionsAct1962UnionofIndia-Act1962.md,https://indiankanoon.org/doc/890027/,3
Union of India - Act,1963,"The Limitation Act, 1963",..\SCRAP\LAW\TheLimitationAct1963UnionofIndia-Act1963.md,https://indiankanoon.org/doc/1317393/,47361
Union of India - Act,1963,"The Specific Relief Act, 1963",..\SCRAP\LAW\TheSpecificReliefAct1963UnionofIndia-Act1963.md,https://indiankanoon.org/doc/1671917/,10149
Union of India - Act,1963,"The Major Port Trusts Act, 1963",..\SCRAP\LAW\TheMajorPortTrustsAct1963UnionofIndia-Act1963.md,https://indiankanoon.org/doc/1527/,623
Union of India - Act,1963,"The Unit Trust Of India Act, 1963",..\SCRAP\LAW\TheUnitTrustOfIndiaAct1963UnionofIndia-Act1963.md,https://indiankanoon.org/doc/179933/,291
Union of India - Act,1963,"The Central Boards Of Revenue Act, 1963",..\SCRAP\LAW\TheCentralBoardsOfRevenueAct1963UnionofIndia-Act1963.md,https://indiankanoon.org/doc/76600/,388
Union of India - Act,1963,"The Government Of Union Territories Act, 1963",..\SCRAP\LAW\TheGovernmentOfUnionTerritoriesAct1963UnionofIndia-Act1963.md,https://indiankanoon.org/doc/1154689/,151
Union of India - Act,1963,"The Marine Insurance Act, 1963",..\SCRAP\LAW\TheMarineInsuranceAct1963UnionofIndia-Act1963.md,https://indiankanoon.org/doc/86902/,186
Union of India - Act,1963,"The Textiles Committee Act, 1963",..\SCRAP\LAW\TheTextilesCommitteeAct1963UnionofIndia-Act1963.md,https://indiankanoon.org/doc/1238203/,84
Union of India - Act,1963,"The Administrators-General Act, 1963",..\SCRAP\LAW\TheAdministrators-GeneralAct1963UnionofIndia-Act1963.md,https://indiankanoon.org/doc/891599/,46
Union of India - Act,1963,"The Export (Quality Control And Inspection) Act, 1963",..\SCRAP\LAW\TheExportQualityControlAndInspectionAct1963UnionofIndia-Act1963.md,https://indiankanoon.org/doc/954428/,40
Union of India - Act,1964,"The Companies (Profits) Surtax Act, 1964",..\SCRAP\LAW\TheCompaniesProfitsSurtaxAct1964UnionofIndia-Act1964.md,https://indiankanoon.org/doc/337865/,721
Union of India - Act,1964,"The Food Corporations Act, 1964",..\SCRAP\LAW\TheFoodCorporationsAct1964UnionofIndia-Act1964.md,https://indiankanoon.org/doc/644473/,390
Union of India - Act,1964,"The Industrial Development Bank Of India Act, 1964",..\SCRAP\LAW\TheIndustrialDevelopmentBankOfIndiaAct1964UnionofIndia-Act1964.md,https://indiankanoon.org/doc/1403851/,103
Union of India - Act,1964,"The Taxation Laws (Continuation And Validation Of Recovery Proceedings) Act, 1964",..\SCRAP\LAW\TheTaxationLawsContinuationAndValidationOfRecoveryProceedingsAct1964UnionofIndia-Act1964.md,https://indiankanoon.org/doc/1508480/,49
Union of India - Act,1964,"The Foreigners (Tribunals) Order, 1964",..\SCRAP\LAW\TheForeignersTribunalsOrder1964UnionofIndia-Act1964.md,https://indiankanoon.org/doc/26994547/,24
Union of India - Act,1964,"Diplomatic Privileges Act, 1964",..\SCRAP\LAW\DiplomaticPrivilegesAct1964UnionofIndia-Act1964.md,https://indiankanoon.org/doc/29535754/,5
Union of India - Act,1964,"Dakshina Bharat Hindi Prachar Sabha Act, 1964",..\SCRAP\LAW\DakshinaBharatHindiPracharSabhaAct1964UnionofIndia-Act1964.md,https://indiankanoon.org/doc/136466608/,6
Union of India - Act,1964,"The Delhi (Delegation Of Powers) Act, 1964",..\SCRAP\LAW\TheDelhiDelegationOfPowersAct1964UnionofIndia-Act1964.md,https://indiankanoon.org/doc/1710666/,3
Union of India - Act,1964,"The Legal Tender (Inscribed Notes) Act, 1964",..\SCRAP\LAW\TheLegalTenderInscribedNotesAct1964UnionofIndia-Act1964.md,https://indiankanoon.org/doc/274823/,1
Union of India - Act,1965,"Press Council Act, 1965",..\SCRAP\LAW\PressCouncilAct1965UnionofIndia-Act1965.md,https://indiankanoon.org/doc/57989479/,167
Union of India - Act,1965,"The Taxation Laws (Amendment And Miscellaneous Provisions) Act,   1965",..\SCRAP\LAW\TheTaxationLawsAmendmentAndMiscellaneousProvisionsAct1965UnionofIndia-Act1965.md,https://indiankanoon.org/doc/106388/,199
Union of India - Act,1965,Bar Council Of India Rules,..\SCRAP\LAW\BarCouncilOfIndiaRulesUnionofIndia-Act1965.md,https://indiankanoon.org/doc/189643609/,106
Union of India - Act,1965,"The Cardamom Act, 1965",..\SCRAP\LAW\TheCardamomAct1965UnionofIndia-Act1965.md,https://indiankanoon.org/doc/532682/,19
